tconst,FullText
tt1620981,"the addams family: get ready to snap your fingers! the addams family is back on the big screen in the first animated comedy about the kookiest family on the block. funny, outlandish, and completely iconic, the addams family redefines what it means to be a good neighbor."
tt1621039,"free birds: in this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by jimmy hayward (horton hears a who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good. two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good. holiday thanksgiving freedom duringcreditsstinger 3d"
tt16211650,mr lonely
tt1621642,bangkok traffic (love) story
tt1622991,infected
tt16235128,govinda govinda
tt1623757,machete maidens unleashed!
tt1623777,honest man: the life of r. budd dwyer
tt1625150,"north sea texas: pim lives with his ex-beauty queen, single mother in a small town on the belgian coast. introverted, he spends his childhood drawing and dreaming up fantasy lives while keeping his emerging desires a secret. as a teenager, he grows infatuated with his older neighbor and motorcycling hero, gino. but his first love seems likely to end in disappointment. meanwhile, his mother yvette longs to leave everything behind and see the world. their two dreams collide when a handsome man arrives in town and becomes their new lodger. (strand releasing)"
tt1629242,"careful what you wish for: while working in a wealthy vacation community the summer before college, doug (nick jonas) begins an affair with the beautiful young wife (isabel lucas) of his powerful investment banker neighbor (dermot mulroney). when the town erupts after a suspicious death, the young lovers become embroiled in scandal, forcing doug to his limits as he battles deceit and betrayal. [starz digital]"
tt1629715,"miss lovely: working out of sleazy hotels and abandoned warehouses, brothers sonu (nawazuddin siddiqui) and vicky (anil george) are prolific producers of trashy, c-grade films for mumbais booming and underground markets.  the ambitious, domineering vicky is the unquestioned brains of the operation, leading the dim-witted sonu deeper into a world of divas, money men and movie-loving gangsters. but this precarious partnership is put to the test when the brothers meet pinky (niharika singh), an exquisite ingenue with a shady past.  director ashim ahluwalia has created a hyper-stylized, retro thriller that explores the awful truths of exploitation cinema as well as its strange pleasures. {filmbuff]"
tt1630564,sacrifice
tt1631867,"edge of tomorrow: major bill cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. cage is killed within minutes, managing to take an alpha alien down with him. he awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. lt. col. bill cage (tom cruise) is an officer who has never seen a day of combat when he is unceremoniously dropped into what amounts to little more than a suicide mission. killed within minutes, cage now finds himself inexplicably thrown into a time loopforcing him to live out the same brutal combat over and over, fighting and dying again...and again. but with each battle, cage becomes able to engage the adversaries with increasing skill, alongside special forces warrior rita vrataski (emily blunt). and, as cage and rita take the fight to the aliens, each repeated encounter gets them one step closer to defeating the enemy. [warner bros. pictures] deja vu time warp restart dystopia war alien military officer soldier alien invasion exoskeleton"
